,artist_uid,event_list,num_event,fav_venue,num_event_fav_venue,start_active_year,end_active_year,event_per_year,num_year_active
8704,1622451,[16194100],1,Daniel Sandoval Contemporary,1,2007,2007,1.0,1
8703,9259367,[16182368],1,Lawndale Art Center,1,2008,2008,1.0,1
8702,7357769,[16169884],1,Gremillion & Co. Fine Art,1,2016,2016,1.0,1
8701,13699111,[16168340],1,guerrero-projects,1,2017,2017,1.0,1
8700,7644092,[16168207],1,Bryan Miller Gallery,1,2009,2009,1.0,1
8699,7654215,[16168049],1,Houston Community College-Southeast (HCC Southeast),1,2015,2015,1.0,1
8697,70896,[16163888],1,Front Gallery,1,2012,2012,1.0,1
8683,8369802,[16147030],1,Hardy & Nance Street Studio Complex,1,2014,2014,1.0,1
8696,16761943,[16162944],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
8695,16072712,[16162944],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
8694,8488328,[16162944],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
8693,6874940,[16162944],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
8692,5729774,[16162944],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
8691,2262136,[16162944],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
8690,1282443,[16162944],1,"Museum of Fine Arts, Houston (MFAH)",1,2010,2010,1.0,1
8689,10834313,[16162722],1,Inferno Gallery (Rice University),1,2010,2010,1.0,1
8688,13003391,[16158348],1,McMurtrey Gallery,1,2008,2008,1.0,1
8687,16198475,[16152430],1,Goldesberry Gallery,1,2008,2008,1.0,1
8686,7052158,[16152430],1,Goldesberry Gallery,1,2008,2008,1.0,1
8685,11452290,[16147030],1,Hardy & Nance Street Studio Complex,1,2014,2014,1.0,1
8711,3406751,[16228095],1,Aurora Picture Show,1,2015,2015,1.0,1
8712,13602713,[16229825],1,Catherine Couturier Gallery,1,2018,2018,1.0,1
8713,594032,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8714,1333015,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8739,2048880,[16267365],1,Redbud Gallery,1,2011,2011,1.0,1
8738,9473898,[16264941],1,Bering Art Collective,1,2010,2010,1.0,1
8737,7516503,[16264941],1,Bering Art Collective,1,2010,2010,1.0,1
8736,11171618,[16263599],1,Darke Gallery,1,2013,2013,1.0,1
8735,11697057,[16261247],1,McClain Gallery,1,2009,2009,1.0,1
8734,4020098,[16257800],1,"Museum of Fine Arts, Houston (MFAH)",1,2014,2014,1.0,1
8733,11825110,[16256035],1,The Gallery (HCC Central),1,2012,2012,1.0,1
8732,7188302,[16253771],1,Aurora Picture Show,1,2010,2010,1.0,1
8731,692024,[16253771],1,Aurora Picture Show,1,2010,2010,1.0,1
8730,13328063,[16248217],1,Hiram Butler Gallery,1,2016,2016,1.0,1
8729,15182185,[16245223],1,DiverseWorks,1,2010,2010,1.0,1
8728,4322482,[16243514],1,Archway Gallery,1,2016,2016,1.0,1
8727,11253838,[16242536],1,Blaffer Museum's Window Into Houston,1,2012,2012,1.0,1
8726,5827020,[16232904],1,Menil Collection,1,2014,2014,1.0,1
8725,13314638,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8724,12585831,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8723,12355430,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8722,11853415,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8721,10930163,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8720,9011900,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8719,6574689,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8718,5737396,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8717,5049661,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8716,4150409,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8715,2245709,[16231383],1,Mixed Emotions Fine Art & Frame Gallery,1,2012,2012,1.0,1
8684,9680651,[16147030],1,Hardy & Nance Street Studio Complex,1,2014,2014,1.0,1
8682,5102917,[16147030],1,Hardy & Nance Street Studio Complex,1,2014,2014,1.0,1
8625,1897592,[16061836],1,Texas Gallery,1,2011,2011,1.0,1
8639,8611441,[16082956],1,Lawndale Art Center,1,2009,2009,1.0,1
8651,1776070,[16106295],1,Menil Collection,1,2013,2013,1.0,1
8650,16004707,[16095580],1,Station Museum of Contemporary Art,1,2007,2007,1.0,1
8649,15842667,[16095580],1,Station Museum of Contemporary Art,1,2007,2007,1.0,1
8648,10582077,[16095580],1,Station Museum of Contemporary Art,1,2007,2007,1.0,1
8647,10018168,[16095580],1,Station Museum of Contemporary Art,1,2007,2007,1.0,1
8646,16600682,[16091696],1,Houston Center for Photography,1,2014,2014,1.0,1
8645,15869685,[16091696],1,Houston Center for Photography,1,2014,2014,1.0,1
8644,15542463,[16091696],1,Houston Center for Photography,1,2014,2014,1.0,1
8643,6520440,[16091696],1,Houston Center for Photography,1,2014,2014,1.0,1
8642,5766449,[16091696],1,Houston Center for Photography,1,2014,2014,1.0,1
8641,3632664,[16091696],1,Houston Center for Photography,1,2014,2014,1.0,1
8640,2442472,[16091696],1,Houston Center for Photography,1,2014,2014,1.0,1
8638,7354577,[16082956],1,Lawndale Art Center,1,2009,2009,1.0,1
8681,2582940,[16147030],1,Hardy & Nance Street Studio Complex,1,2014,2014,1.0,1
8637,1217044,[16082956],1,Lawndale Art Center,1,2009,2009,1.0,1
8636,397144,[16082956],1,Lawndale Art Center,1,2009,2009,1.0,1
8635,7674019,[16079684],1,Imago Dei Gallery,1,2011,2011,1.0,1
8634,6788738,[16074362],1,Xnihilo Gallery,1,2010,2010,1.0,1
8633,5970043,[16073622],1,Architecture Center Houston,1,2012,2012,1.0,1
8632,15015511,[16063740],1,Sicardi | Ayers | Bacino,1,2010,2010,1.0,1
8631,11354529,[16062318],1,BLUEorange Contemporary,1,2014,2014,1.0,1
8630,4973152,[16062318],1,BLUEorange Contemporary,1,2014,2014,1.0,1
8629,1259178,[16062318],1,BLUEorange Contemporary,1,2014,2014,1.0,1
8628,14689990,[16062031],1,Hello Lucky,1,2008,2008,1.0,1
8627,9055617,[16061836],1,Texas Gallery,1,2011,2011,1.0,1
8626,7627202,[16061836],1,Texas Gallery,1,2011,2011,1.0,1
8652,13432413,[16106295],1,Menil Collection,1,2013,2013,1.0,1
8653,12851760,[16108491],1,Octavia Art Gallery,1,2016,2016,1.0,1
8654,15727222,[16116104],1,Mackey Gallery,1,2009,2009,1.0,1
8655,4650842,[16126459],1,West Ave. River Oaks,1,2015,2015,1.0,1
8680,11970788,[16136733],1,Sicardi | Ayers | Bacino,1,2016,2016,1.0,1
8679,15606155,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8678,15166262,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8677,14820461,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8676,14427113,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8675,13122532,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8674,11312781,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8673,10986483,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8672,10769339,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8671,9940806,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8670,9557018,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8669,9077613,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8668,8761655,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8667,7581035,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8666,7368967,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8665,6694154,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8664,4521782,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8663,3686474,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8662,2349009,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8661,2177738,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8660,1084262,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8659,904991,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8658,626013,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8657,121631,[16129790],1,Houston Museum of African American Culture,1,2016,2016,1.0,1
8656,7729942,[16126459],1,West Ave. River Oaks,1,2015,2015,1.0,1
8014,10555216,[14485819],1,Rudolph Blume Fine Art | ArtScan Gallery,1,2008,2008,1.0,1
8013,8288171,[14485819],1,Rudolph Blume Fine Art | ArtScan Gallery,1,2008,2008,1.0,1
8011,2514946,[14485819],1,Rudolph Blume Fine Art | ArtScan Gallery,1,2008,2008,1.0,1
7317,489316,[12743166],1,Aurora Picture Show,1,2011,2011,1.0,1
7333,14074220,[12754571],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7332,12771124,[12754571],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7331,9909425,[12754571],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7330,8279902,[12754571],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7329,7181438,[12754571],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7328,6181737,[12754571],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7327,6151827,[12754571],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7325,3669356,[12754571],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7323,3297954,[12754571],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7321,11205114,[12743166],1,Aurora Picture Show,1,2011,2011,1.0,1
7320,8441669,[12743166],1,Aurora Picture Show,1,2011,2011,1.0,1
7318,8208573,[12743166],1,Aurora Picture Show,1,2011,2011,1.0,1
7316,10990254,[12725647],1,Mariago Collective,1,2015,2015,1.0,1
7336,6673513,[12777697],1,18 Hands Gallery,1,2009,2009,1.0,1
7314,3075151,[12724549],1,Mercantile Montrose,1,2018,2018,1.0,1
7313,12369486,[12724353],1,Obsidian Gallery,1,2011,2011,1.0,1
7312,9224458,[12724353],1,Obsidian Gallery,1,2011,2011,1.0,1
7311,5904280,[12724353],1,Obsidian Gallery,1,2011,2011,1.0,1
7310,3572566,[12723145],1,Hooks-Epstein Galleries,1,2010,2010,1.0,1
7309,2734964,[12723145],1,Hooks-Epstein Galleries,1,2010,2010,1.0,1
7308,16653414,[12719959],1,Houston Center for Contemporary Craft,1,2015,2015,1.0,1
7307,4958528,[12719959],1,Houston Center for Contemporary Craft,1,2015,2015,1.0,1
7306,1350817,[12719959],1,Houston Center for Contemporary Craft,1,2015,2015,1.0,1
7305,12194852,[12714539],1,Nau-haus,1,2010,2010,1.0,1
7303,13252802,[12709521],1,Nicole Longnecker Gallery,1,2018,2018,1.0,1
7302,15418764,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7334,10436030,[12766760],1,Art of the World Gallery,1,2017,2017,1.0,1
7337,8215301,[12777697],1,18 Hands Gallery,1,2009,2009,1.0,1
7368,1798531,[12866505],1,DiverseWorks,1,2012,2012,1.0,1
7354,11326619,[12836294],1,Williams Tower Gallery,1,2013,2013,1.0,1
7366,11830132,[12862034],1,Gray Contemporary,1,2016,2016,1.0,1
7365,2394102,[12856709],1,Devin Borden Gallery,1,2012,2012,1.0,1
7364,15692540,[12847882],1,"Museum of Fine Arts, Houston (MFAH)",1,2009,2009,1.0,1
7363,15548078,[12847882],1,"Museum of Fine Arts, Houston (MFAH)",1,2009,2009,1.0,1
7362,8749728,[12847882],1,"Museum of Fine Arts, Houston (MFAH)",1,2009,2009,1.0,1
7361,7729518,[12847882],1,"Museum of Fine Arts, Houston (MFAH)",1,2009,2009,1.0,1
7360,7002639,[12847882],1,"Museum of Fine Arts, Houston (MFAH)",1,2009,2009,1.0,1
7359,4452443,[12847882],1,"Museum of Fine Arts, Houston (MFAH)",1,2009,2009,1.0,1
7358,3350947,[12847882],1,"Museum of Fine Arts, Houston (MFAH)",1,2009,2009,1.0,1
7357,10382503,[12842022],1,Lawndale Art Center,1,2015,2015,1.0,1
7356,12631019,[12838010],1,Two Allen Center,1,2016,2016,1.0,1
7355,2210440,[12838010],1,Two Allen Center,1,2016,2016,1.0,1
7353,12629237,[12833243],1,Sugar Land Town Square,1,2019,2019,1.0,1
7338,16509716,[12786578],1,Front Gallery,1,2016,2016,1.0,1
7352,4654767,[12832789],1,18 Hands Gallery,1,2011,2011,1.0,1
7351,13844474,[12831894],1,Cindy Lisica Gallery,1,2016,2016,1.0,1
7350,7894066,[12830733],1,FrenetiCore / Frenetic Theater,1,2011,2011,1.0,1
7349,7160701,[12830733],1,FrenetiCore / Frenetic Theater,1,2011,2011,1.0,1
7348,5542827,[12830733],1,FrenetiCore / Frenetic Theater,1,2011,2011,1.0,1
7346,3496177,[12825179],1,Discovery Green,1,2019,2019,1.0,1
7345,11365954,[12822333],1,Houston Center for Photography,1,2018,2018,1.0,1
7344,15773814,[12818194],1,Deborah Colton Gallery,1,2011,2011,1.0,1
7342,3333148,[12814266],1,Menil Collection,1,2011,2011,1.0,1
7341,186342,[12793444],1,"Museum of Fine Arts, Houston (MFAH)",1,2018,2018,1.0,1
7340,12875563,[12791982],1,Hello Project,1,2015,2015,1.0,1
7339,2715175,[12788701],1,Menil Collection,1,2013,2013,1.0,1
7301,15294801,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7300,14163021,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7299,8183238,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7254,9693865,[12605670],1,Houston Center for Photography,1,2016,2016,1.0,1
7266,12643480,[12624449],1,Catherine Couturier Gallery,1,2015,2015,1.0,1
7265,14336477,[12623338],1,Katy Contemporary Art Museum,1,2016,2016,1.0,1
7264,13790956,[12618589],1,Apama Mackey Gallery,1,2017,2017,1.0,1
7263,14369630,[12612040],1,McMurtrey Gallery,1,2009,2009,1.0,1
7262,2929054,[12612040],1,McMurtrey Gallery,1,2009,2009,1.0,1
7261,2764025,[12611775],1,para/site,1,2009,2009,1.0,1
7260,15877386,[12608807],1,Winter Street Studios,1,2012,2012,1.0,1
7259,8323615,[12608807],1,Winter Street Studios,1,2012,2012,1.0,1
7258,6847024,[12608807],1,Winter Street Studios,1,2012,2012,1.0,1
7257,6332675,[12607764],1,Moody Center for the Arts (Rice University),1,2019,2019,1.0,1
7256,7335286,[12607252],1,Rice Media Center (Rice University),1,2018,2018,1.0,1
7255,10271922,[12605670],1,Houston Center for Photography,1,2016,2016,1.0,1
7253,8448231,[12605670],1,Houston Center for Photography,1,2016,2016,1.0,1
7298,7297193,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7252,8313295,[12605670],1,Houston Center for Photography,1,2016,2016,1.0,1
7251,6603635,[12605670],1,Houston Center for Photography,1,2016,2016,1.0,1
7250,6398565,[12605670],1,Houston Center for Photography,1,2016,2016,1.0,1
7249,6382038,[12605670],1,Houston Center for Photography,1,2016,2016,1.0,1
7248,1046074,[12597774],1,Archway Gallery,1,2014,2014,1.0,1
7247,3976487,[12595161],1,Sicardi | Ayers | Bacino,1,2011,2011,1.0,1
7246,7279169,[12589541],1,Brown Auditorium Theater (MFAH),1,2011,2011,1.0,1
7245,6113850,[12589541],1,Brown Auditorium Theater (MFAH),1,2011,2011,1.0,1
7244,6055632,[12589541],1,Brown Auditorium Theater (MFAH),1,2011,2011,1.0,1
7243,11133158,[12585622],1,Orange Show Center for Visionary Art,1,2012,2012,1.0,1
7242,3155809,[12585622],1,Orange Show Center for Visionary Art,1,2012,2012,1.0,1
7241,9642579,[12579939],1,Anya Tish Gallery,1,2015,2015,1.0,1
7267,9579324,[12624880],1,Menil Collection,1,2015,2015,1.0,1
7268,15783807,[12628601],1,Menil Collection,1,2007,2007,1.0,1
7269,1065748,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7270,1769607,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7297,7099361,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7296,5993290,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7295,5048761,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7294,4310877,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7293,29031,[12700383],1,DiverseWorks,1,2013,2013,1.0,1
7292,13612687,[12697999],1,Finesilver Gallery Houston,1,2007,2007,1.0,1
7291,5013607,[12697999],1,Finesilver Gallery Houston,1,2007,2007,1.0,1
7290,13512986,[12695381],1,Houston Center for Photography,1,2013,2013,1.0,1
7289,14042421,[12682246],1,Domy Books,1,2009,2009,1.0,1
7288,2463969,[12682246],1,Domy Books,1,2009,2009,1.0,1
7287,16712933,[12679835],1,Inman Gallery,1,2007,2007,1.0,1
7286,2480637,[12679835],1,Inman Gallery,1,2007,2007,1.0,1
7284,8972881,[12656909],1,Jung Center,1,2008,2008,1.0,1
7282,5600246,[12655212],1,Goldesberry Gallery,1,2010,2010,1.0,1
7281,16125625,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7280,13195147,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7279,10918893,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7278,10693154,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7277,8248486,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7276,7617471,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7275,7141537,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7274,6695718,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7273,4036335,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7272,3443705,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7271,3274319,[12652046],1,Moran/Valverde Studio,1,2015,2015,1.0,1
7367,1837983,[12866400],1,Houston Center for Contemporary Craft,1,2011,2011,1.0,1
7369,4935835,[12868046],1,Vox Culture Warehouse,1,2011,2011,1.0,1
8010,4933033,[14483235],1,Lawndale Art Center,1,2013,2013,1.0,1
7448,6090494,[13062641],1,BOX 13 ArtSpace,1,2013,2013,1.0,1
7460,2908765,[13081397],1,Foltz Fine Art,1,2012,2012,1.0,1
7459,6728136,[13076547],1,Williams Tower Gallery,1,2015,2015,1.0,1
7458,6492059,[13076547],1,Williams Tower Gallery,1,2015,2015,1.0,1
7457,4875099,[13074927],1,The Brandon,1,2014,2014,1.0,1
7456,2105310,[13074678],1,PG Contemporary,1,2012,2012,1.0,1
7455,4619155,[13074409],1,BOX 13 ArtSpace,1,2013,2013,1.0,1
7454,11039979,[13068108],1,Peveto,1,2012,2012,1.0,1
7453,10694004,[13068108],1,Peveto,1,2012,2012,1.0,1
7452,16070817,[13067464],1,The Record Ranch Gallery (Cactus Music),1,2010,2010,1.0,1
7451,15930666,[13062641],1,BOX 13 ArtSpace,1,2013,2013,1.0,1
7450,15610200,[13062641],1,BOX 13 ArtSpace,1,2013,2013,1.0,1
7449,11825418,[13062641],1,BOX 13 ArtSpace,1,2013,2013,1.0,1
7447,6015751,[13062641],1,BOX 13 ArtSpace,1,2013,2013,1.0,1
7462,7491534,[13081397],1,Foltz Fine Art,1,2012,2012,1.0,1
7446,2015728,[13062641],1,BOX 13 ArtSpace,1,2013,2013,1.0,1
7444,11948461,[13057744],1,Nicole Longnecker Gallery,1,2015,2015,1.0,1
7443,6233207,[13055832],1,Lawndale Art Center,1,2011,2011,1.0,1
7442,14110015,[13055673],1,Houston Center for Photography,1,2008,2008,1.0,1
7441,13913704,[13055673],1,Houston Center for Photography,1,2008,2008,1.0,1
7440,9752962,[13055673],1,Houston Center for Photography,1,2008,2008,1.0,1
7439,9074493,[13055673],1,Houston Center for Photography,1,2008,2008,1.0,1
7438,15904174,[13055066],1,Gray Contemporary,1,2018,2018,1.0,1
7437,9991495,[13053586],1,McMurtrey Gallery,1,2013,2013,1.0,1
7436,16584214,[13053045],1,Saint Arnold Brewing Company,1,2016,2016,1.0,1
7435,7255145,[13048577],1,The Community Artists' Collective,1,2018,2018,1.0,1
7434,4897899,[13046975],1,Williams Tower Gallery,1,2011,2011,1.0,1
7461,3473881,[13081397],1,Foltz Fine Art,1,2012,2012,1.0,1
7463,9580662,[13081520],1,Rice Media Center (Rice University),1,2010,2010,1.0,1
7370,6772664,[12868046],1,Vox Culture Warehouse,1,2011,2011,1.0,1
7481,6065296,[13127500],1,Harris Gallery,1,2011,2011,1.0,1
7493,2252161,[13173366],1,Houston Center for Contemporary Craft,1,2010,2010,1.0,1
7492,1859739,[13173366],1,Houston Center for Contemporary Craft,1,2010,2010,1.0,1
7491,2815853,[13168220],1,G Gallery,1,2007,2007,1.0,1
7490,5768681,[13163947],1,Project Row Houses,1,2016,2016,1.0,1
7489,4520201,[13156568],1,Contemporary Arts Museum Houston,1,2008,2008,1.0,1
7488,5582415,[13151889],1,Menil Collection,1,2012,2012,1.0,1
7487,14935417,[13151433],1,SAMARA Gallery,1,2016,2016,1.0,1
7486,6809654,[13147207],1,Octavia Art Gallery,1,2017,2017,1.0,1
7485,6577146,[13137723],1,Glassell School of Art,1,2014,2014,1.0,1
7484,84444,[13136846],1,18 Hands Gallery,1,2011,2011,1.0,1
7483,13312750,[13130083],1,d. m. allison,1,2015,2015,1.0,1
7482,136648,[13128970],1,"Museum of Fine Arts, Houston (MFAH)",1,2012,2012,1.0,1
7479,12764879,[13112778],1,Darke Gallery,1,2011,2011,1.0,1
7464,5563861,[13087198],1,Project Row Houses,1,2014,2014,1.0,1
7478,789699,[13112778],1,Darke Gallery,1,2011,2011,1.0,1
7477,12325441,[13112154],1,Gallery M Squared,1,2015,2015,1.0,1
7476,12527540,[13108310],1,Houston Center for Photography,1,2009,2009,1.0,1
7474,1292534,[13108310],1,Houston Center for Photography,1,2009,2009,1.0,1
7473,3687262,[13105131],1,David Shelton Gallery,1,2015,2015,1.0,1
7472,1775389,[13105131],1,David Shelton Gallery,1,2015,2015,1.0,1
7471,5165980,[13102046],1,George R. Brown Convention Center,1,2014,2014,1.0,1
7470,11483337,[13099636],1,Bryan Miller Gallery,1,2007,2007,1.0,1
7468,3652760,[13097399],1,Alabama Song,1,2018,2018,1.0,1
7467,12547063,[13095802],1,Art of the World Gallery,1,2017,2017,1.0,1
7466,9780803,[13094047],1,Koelsch Haus,1,2017,2017,1.0,1
7465,12503762,[13087198],1,Project Row Houses,1,2014,2014,1.0,1
7433,14708980,[13045756],1,Bank of America Center,1,2012,2012,1.0,1
7432,11706941,[13017673],1,Koelsch Gallery,1,2013,2013,1.0,1
7431,11631614,[13017673],1,Koelsch Gallery,1,2013,2013,1.0,1
7385,5512308,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7397,3957305,[12924802],1,O'Kane Gallery (UHD),1,2012,2012,1.0,1
7396,16512576,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7395,14782725,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7394,11977694,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7393,11608282,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7392,11597282,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7391,11264830,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7390,10937566,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7389,9759236,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7388,9572611,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7387,6727494,[12920734],1,Alabama Song,1,2015,2015,1.0,1
7386,6723682,[12920734],1,Alabama Song,1,2015,2015,1.0,1
